attendance,cgpa,arrear_count,fees_paid,disciplinary_issues,year,semester,dropout,low_attendance,low_cgpa,high_arrears,financial_risk,behavior_risk
69,8.69,2,0,0,1,4,0,0,0,0,1,0
88,6.39,7,0,0,3,8,1,0,0,1,1,0
42,3.51,5,1,0,1,6,1,1,1,1,0,0
84,7.76,1,0,0,1,5,1,0,0,0,1,0
53,6.09,2,1,0,2,3,1,1,0,0,0,0
95,6.83,5,1,0,2,7,1,0,0,1,0,0
69,5.69,4,1,0,4,5,1,0,0,1,0,0
89,8.63,6,0,1,2,8,1,0,0,1,1,1
43,8.64,6,1,1,1,6,1,1,0,1,0,1
57,7.68,6,1,1,2,3,1,1,0,1,0,1
76,2.84,1,1,0,2,2,1,0,1,0,0,0
64,8.71,5,1,1,2,3,1,0,0,1,0,1
87,7.37,2,1,0,1,7,1,0,0,0,0,0
40,7.58,3,1,0,1,5,0,1,0,0,0,0
92,4.9,1,1,0,4,3,1,0,1,0,0,0
85,9.03,1,1,0,2,2,0,0,0,0,0,0
54,7.8,6,0,0,2,2,1,1,0,1,1,0
48,2.9,3,1,0,1,1,1,1,1,0,0,0
54,5.26,6,1,0,4,7,1,1,0,1,0,0
88,9.09,1,1,0,4,2,0,0,0,0,0,0
96,2.38,2,0,0,1,4,1,0,1,0,1,0
63,9.69,6,1,0,2,5,1,0,0,1,0,0
43,7.43,6,1,0,4,4,1,1,0,1,0,0
51,7.05,7,0,0,4,6,0,1,0,1,1,0
98,4.16,6,0,1,2,4,1,0,1,1,1,1
97,3.99,1,1,0,4,5,0,0,1,0,0,0
76,9.54,2,1,0,2,8,1,0,0,0,0,0
76,4.39,3,1,0,4,6,1,0,1,0,0,0
82,8.2,0,0,0,4,4,1,0,0,0,1,0
99,5.14,3,1,0,1,8,0,0,0,0,0,0
45,3.11,2,1,0,4,4,1,1,1,0,0,0
78,2.09,4,1,1,2,7,1,0,1,1,0,1
95,6.35,6,1,0,4,6,1,0,0,1,0,0
85,9.81,3,1,0,1,4,1,0,0,0,0,0
63,4.95,4,1,0,4,2,1,0,1,1,0,0
50,4.86,4,0,0,3,8,1,1,1,1,1,0
52,4.75,2,1,0,2,5,1,1,1,0,0,0
73,6.16,2,1,0,3,5,0,0,0,0,0,0
64,5.53,7,1,0,1,5,0,0,0,1,0,0
46,9.04,6,1,0,3,4,1,1,0,1,0,0
91,6.04,0,1,0,4,2,0,0,0,0,0,0
43,6.06,5,0,0,2,5,1,1,0,1,1,0
98,3.11,1,0,0,3,3,1,0,1,0,1,0
47,9.86,3,1,0,4,5,1,1,0,0,0,0
59,4.0,2,1,0,3,1,1,1,1,0,0,0
68,2.59,3,1,0,4,3,1,0,1,0,0,0
93,7.31,5,0,0,4,5,1,0,0,1,1,0
92,6.76,5,1,0,3,4,1,0,0,1,0,0
90,5.32,6,0,0,1,8,1,0,0,1,1,0
84,5.38,4,0,0,2,5,1,0,0,1,1,0
85,8.28,6,1,0,1,2,1,0,0,1,0,0
49,3.57,1,1,0,3,2,1,1,1,0,0,0
82,8.56,0,1,0,4,5,0,0,0,0,0,0
73,7.19,3,0,0,3,7,1,0,0,0,1,0
96,5.35,1,1,0,4,4,0,0,0,0,0,0
65,5.66,7,1,0,4,4,1,0,0,1,0,0
80,4.05,0,1,0,1,4,1,0,1,0,0,0
88,8.02,3,1,0,1,5,0,0,0,0,0,0
97,6.1,1,1,0,3,8,0,0,0,0,0,0
42,4.57,2,1,0,2,5,1,1,1,0,0,0
95,6.77,3,1,0,1,1,0,0,0,0,0,0
45,9.97,1,1,1,4,2,0,1,0,0,0,1
44,5.48,5,0,0,3,7,1,1,0,1,1,0
44,9.37,0,1,0,3,3,1,1,0,0,0,0
93,4.76,1,0,0,2,3,0,0,1,0,1,0
86,2.44,2,0,0,3,8,1,0,1,0,1,0
62,3.63,6,0,1,1,2,1,0,1,1,1,1
88,5.35,3,1,0,4,6,0,0,0,0,0,0
48,3.76,7,1,1,3,1,1,1,1,1,0,1
74,2.0,3,1,0,3,2,1,0,1,0,0,0
59,9.32,3,1,0,4,1,1,1,0,0,0,0
97,8.75,2,0,0,3,6,1,0,0,0,1,0
88,7.94,0,1,0,3,1,0,0,0,0,0,0
98,3.34,3,0,0,2,4,1,0,1,0,1,0
81,2.96,0,1,0,1,2,1,0,1,0,0,0
74,2.54,1,1,0,3,3,0,0,1,0,0,0
89,7.79,5,0,0,1,5,1,0,0,1,1,0
57,9.43,7,0,0,2,6,1,1,0,1,1,0
56,5.44,5,1,0,1,6,1,1,0,1,0,0
63,2.95,0,1,0,2,5,0,0,1,0,0,0
42,6.1,0,1,0,1,2,1,1,0,0,0,0
71,4.79,5,1,0,1,7,1,0,1,1,0,0
74,5.0,3,1,0,3,5,0,0,0,0,0,0
77,6.97,4,1,1,1,1,1,0,0,1,0,1
52,7.75,4,0,0,3,5,1,1,0,1,1,0
95,2.88,2,0,0,3,1,1,0,1,0,1,0
86,2.28,7,1,0,1,1,1,0,1,1,0,0
64,9.95,6,1,0,3,3,1,0,0,1,0,0
48,3.86,5,0,0,1,5,1,1,1,1,1,0
43,2.43,5,0,0,4,7,1,1,1,1,1,0
53,3.52,2,0,0,3,3,1,1,1,0,1,0
76,2.31,7,0,0,4,7,1,0,1,1,1,0
73,5.13,4,0,0,4,5,1,0,0,1,1,0
50,8.42,1,1,1,3,7,1,1,0,0,0,1
80,4.73,3,1,0,2,1,1,0,1,0,0,0
95,5.55,3,1,0,2,7,1,0,0,0,0,0
42,7.4,1,1,0,4,5,0,1,0,0,0,0
98,6.07,1,1,0,4,6,0,0,0,0,0,0
67,8.89,7,1,0,1,6,1,0,0,1,0,0
68,8.93,4,1,0,4,3,1,0,0,1,0,0
48,2.08,2,1,0,3,8,1,1,1,0,0,0
42,8.22,1,1,1,2,4,1,1,0,0,0,1
64,5.69,2,1,0,2,6,0,0,0,0,0,0
73,9.91,7,1,0,2,7,1,0,0,1,0,0
51,5.87,6,1,0,3,3,1,1,0,1,0,0
81,9.9,0,1,0,1,7,0,0,0,0,0,0
48,8.04,3,1,0,3,4,1,1,0,0,0,0
54,3.99,4,0,0,3,2,1,1,1,1,1,0
79,6.31,3,1,1,2,3,1,0,0,0,0,1
64,9.94,4,1,0,3,6,1,0,0,1,0,0
44,8.86,7,0,0,4,6,1,1,0,1,1,0
50,2.78,0,1,0,3,5,1,1,1,0,0,0
98,7.65,3,1,0,2,4,0,0,0,0,0,0
73,4.76,0,0,0,2,6,1,0,1,0,1,0
63,2.06,7,1,0,3,5,1,0,1,1,0,0
99,5.23,4,0,1,4,4,1,0,0,1,1,1
54,3.88,1,1,0,4,3,1,1,1,0,0,0
77,8.55,6,1,0,2,3,1,0,0,1,0,0
47,4.7,3,1,0,4,5,1,1,1,0,0,0
98,8.62,0,1,0,4,3,0,0,0,0,0,0
44,2.0,5,1,0,1,5,1,1,1,1,0,0
87,4.46,3,1,0,1,1,1,0,1,0,0,0
65,3.93,3,1,0,4,7,1,0,1,0,0,0
57,3.87,3,1,0,4,4,1,1,1,0,0,0
45,2.55,2,1,0,1,5,1,1,1,0,0,0
76,3.5,0,1,0,1,4,1,0,1,0,0,0
99,6.44,0,0,0,1,8,1,0,0,0,1,0
87,4.33,3,1,0,2,1,1,0,1,0,0,0
52,5.34,7,0,0,2,4,1,1,0,1,1,0
67,5.01,7,1,0,1,5,1,0,0,1,0,0
44,9.01,1,1,0,1,7,1,1,0,0,0,0
52,9.24,3,0,0,1,7,1,1,0,0,1,0
56,5.94,2,0,0,2,3,1,1,0,0,1,0
89,4.64,4,0,0,2,7,0,0,1,1,1,0
79,2.85,2,1,0,4,7,1,0,1,0,0,0
84,9.63,7,1,0,3,8,1,0,0,1,0,0
71,2.48,1,1,0,4,4,1,0,1,0,0,0
68,4.38,7,1,1,3,4,1,0,1,1,0,1
90,4.38,7,0,0,3,6,1,0,1,1,1,0
97,4.56,7,1,0,3,6,1,0,1,1,0,0
42,3.31,3,1,1,4,1,1,1,1,0,0,1
95,8.27,7,1,0,2,2,1,0,0,1,0,0
79,2.98,0,0,0,2,7,1,0,1,0,1,0
73,7.08,6,1,0,2,3,1,0,0,1,0,0
79,2.99,5,1,0,2,7,1,0,1,1,0,0
66,2.56,3,1,0,4,5,1,0,1,0,0,0
52,9.28,1,1,0,1,1,0,1,0,0,0,0
84,3.52,0,1,0,3,5,1,0,1,0,0,0
72,8.57,2,1,0,2,5,0,0,0,0,0,0
45,6.36,7,0,0,2,4,1,1,0,1,1,0
63,2.62,4,1,0,4,1,1,0,1,1,0,0
58,9.64,4,1,0,3,1,0,1,0,1,0,0
55,3.98,6,0,0,2,6,1,1,1,1,1,0
79,8.88,3,1,0,1,8,0,0,0,0,0,0
67,3.35,2,1,0,2,3,1,0,1,0,0,0
72,8.83,6,1,0,3,2,1,0,0,1,0,0
98,2.11,5,1,0,1,5,1,0,1,1,0,0
98,6.09,5,1,0,4,7,1,0,0,1,0,0
87,8.16,6,1,0,1,3,1,0,0,1,0,0
80,9.48,1,0,0,3,7,1,0,0,0,1,0
52,9.27,4,1,0,3,6,1,1,0,1,0,0
82,8.56,2,0,0,1,8,1,0,0,0,1,0
84,9.11,3,0,1,2,8,1,0,0,0,1,1
64,3.59,7,1,0,3,3,1,0,1,1,0,0
92,4.27,0,1,0,1,5,1,0,1,0,0,0
81,4.31,3,1,0,3,4,1,0,1,0,0,0
75,5.02,3,0,0,2,4,1,0,0,0,1,0
66,5.15,2,1,0,2,5,0,0,0,0,0,0
77,6.36,4,0,0,1,6,1,0,0,1,1,0
99,3.28,2,1,0,4,6,1,0,1,0,0,0
46,7.53,0,1,0,4,1,1,1,0,0,0,0
44,3.34,6,0,0,2,2,1,1,1,1,1,0
82,4.48,2,1,0,4,7,1,0,1,0,0,0
84,6.03,1,0,0,2,4,1,0,0,0,1,0
97,8.37,3,1,0,4,2,0,0,0,0,0,0
96,7.92,4,1,0,2,3,1,0,0,1,0,0
90,7.16,7,1,0,3,7,1,0,0,1,0,0
70,3.25,5,1,1,1,7,1,0,1,1,0,1
62,6.38,0,1,0,1,7,0,0,0,0,0,0
81,2.7,5,0,1,4,3,1,0,1,1,1,1
49,5.02,3,0,0,1,5,1,1,0,0,1,0
71,5.31,2,1,0,4,8,0,0,0,0,0,0
82,2.32,5,1,0,2,8,1,0,1,1,0,0
92,4.19,1,0,0,3,5,1,0,1,0,1,0
69,9.65,2,1,0,1,5,0,0,0,0,0,0
78,9.63,3,1,0,3,7,0,0,0,0,0,0
70,4.82,5,1,0,1,6,0,0,1,1,0,0
57,2.34,7,1,0,2,4,1,1,1,1,0,0
75,3.43,6,1,0,1,2,1,0,1,1,0,0
41,5.14,0,1,0,1,8,1,1,0,0,0,0
53,9.58,5,0,0,2,3,1,1,0,1,1,0
52,3.13,7,1,0,4,2,1,1,1,1,0,0
68,8.11,6,0,0,4,8,1,0,0,1,1,0
51,2.87,6,0,0,2,4,1,1,1,1,1,0
78,9.85,5,1,0,4,7,1,0,0,1,0,0
41,5.05,4,1,0,1,2,1,1,0,1,0,0
71,8.2,5,0,0,3,7,1,0,0,1,1,0
52,4.74,3,1,0,2,2,0,1,1,0,0,0
85,7.02,6,1,0,1,6,1,0,0,1,0,0
66,3.54,0,0,0,2,8,1,0,1,0,1,0
88,3.17,3,1,0,3,5,1,0,1,0,0,0
80,9.5,1,1,0,1,6,0,0,0,0,0,0
56,9.34,2,0,0,1,6,1,1,0,0,1,0
79,9.1,5,1,0,3,7,1,0,0,1,0,0
70,7.0,4,1,0,3,2,1,0,0,1,0,0
73,8.47,0,1,0,4,2,0,0,0,0,0,0
99,2.55,4,1,1,1,6,1,0,1,1,0,1
63,4.68,4,0,0,3,2,1,0,1,1,1,0
84,4.51,4,1,0,3,6,1,0,1,1,0,0
74,7.09,5,0,1,1,1,1,0,0,1,1,1
87,4.85,0,1,0,4,8,1,0,1,0,0,0
45,3.19,0,1,1,2,6,1,1,1,0,0,1
58,6.77,6,0,0,4,3,1,1,0,1,1,0
69,8.52,4,1,0,3,3,1,0,0,1,0,0
46,5.06,6,0,0,2,2,1,1,0,1,1,0
49,3.06,6,1,0,2,6,1,1,1,1,0,0
80,3.57,2,1,0,4,6,1,0,1,0,0,0
71,3.9,5,0,0,2,5,1,0,1,1,1,0
73,4.4,5,1,0,3,8,0,0,1,1,0,0
67,7.14,3,1,0,1,7,0,0,0,0,0,0
99,6.81,7,0,0,1,5,1,0,0,1,1,0
54,7.57,6,1,0,1,5,1,1,0,1,0,0
69,4.9,5,1,1,4,6,1,0,1,1,0,1
76,8.59,4,1,0,1,8,1,0,0,1,0,0
68,3.63,7,1,0,1,6,1,0,1,1,0,0
61,5.75,1,1,0,1,3,0,0,0,0,0,0
43,8.41,4,1,0,2,4,1,1,0,1,0,0
59,3.44,0,1,0,2,2,0,1,1,0,0,0
71,2.88,5,1,0,2,3,1,0,1,1,0,0
75,9.07,7,0,0,3,5,1,0,0,1,1,0
89,4.74,5,1,0,3,3,1,0,1,1,0,0
43,7.47,3,1,0,3,3,1,1,0,0,0,0
66,2.2,6,1,0,1,3,1,0,1,1,0,0
56,7.52,1,0,0,2,8,1,1,0,0,1,0
51,4.53,5,1,0,3,5,1,1,1,1,0,0
61,2.45,3,1,1,4,4,1,0,1,0,0,1
56,6.88,3,1,1,2,1,1,1,0,0,0,1
49,3.93,1,1,0,1,2,0,1,1,0,0,0
93,5.09,4,1,0,2,2,1,0,0,1,0,0
40,2.64,4,1,1,1,7,0,1,1,1,0,1
61,3.18,4,1,0,3,3,1,0,1,1,0,0
65,4.38,2,0,0,1,4,1,0,1,0,1,0
95,2.72,6,1,0,1,5,1,0,1,1,0,0
98,9.29,7,0,1,4,1,1,0,0,1,1,1
57,2.05,6,1,0,2,1,1,1,1,1,0,0
89,5.87,4,1,0,1,3,1,0,0,1,0,0
53,2.99,1,1,0,4,3,0,1,1,0,0,0
86,4.46,2,0,0,4,5,1,0,1,0,1,0
68,9.41,6,1,0,4,7,1,0,0,1,0,0
51,3.29,4,0,0,3,5,1,1,1,1,1,0
75,9.73,2,0,0,3,8,1,0,0,0,1,0
98,3.65,7,0,0,1,6,1,0,1,1,1,0
74,7.93,1,1,0,2,5,0,0,0,0,0,0
91,6.37,4,1,0,3,3,0,0,0,1,0,0
51,9.08,7,1,0,3,4,1,1,0,1,0,0
46,6.43,0,1,0,1,3,1,1,0,0,0,0
68,6.28,7,0,0,1,7,0,0,0,1,1,0
50,3.56,5,1,0,3,3,1,1,1,1,0,0
72,3.33,1,0,0,1,1,1,0,1,0,1,0
45,9.33,7,0,1,4,8,1,1,0,1,1,1
86,4.62,7,0,0,1,5,1,0,1,1,1,0
54,4.98,3,1,0,4,2,0,1,1,0,0,0
71,8.08,3,1,0,3,5,0,0,0,0,0,0
90,4.71,7,1,0,2,6,1,0,1,1,0,0
50,9.62,7,1,1,4,4,1,1,0,1,0,1
97,7.9,1,1,0,2,4,1,0,0,0,0,0
62,6.78,3,0,0,3,5,1,0,0,0,1,0
65,9.05,6,1,1,1,5,1,0,0,1,0,1
73,2.4,1,1,0,4,3,1,0,1,0,0,0
85,4.06,0,1,0,4,2,1,0,1,0,0,0
73,5.72,1,1,0,3,7,0,0,0,0,0,0
68,3.82,4,1,0,3,3,1,0,1,1,0,0
43,7.95,4,0,1,1,8,1,1,0,1,1,1
56,9.35,2,1,0,2,1,1,1,0,0,0,0
74,5.39,3,1,1,4,8,1,0,0,0,0,1
52,4.74,7,0,1,2,1,1,1,1,1,1,1
80,9.69,5,1,0,4,8,1,0,0,1,0,0
78,5.56,3,1,0,4,4,0,0,0,0,0,0
54,5.91,6,0,0,1,4,1,1,0,1,1,0
94,4.81,1,1,0,4,2,1,0,1,0,0,0
68,9.28,5,1,0,4,4,1,0,0,1,0,0
68,6.55,5,1,0,3,6,1,0,0,1,0,0
50,8.1,7,0,0,1,8,1,1,0,1,1,0
91,8.49,7,0,1,3,1,1,0,0,1,1,1
71,4.73,3,1,0,4,2,1,0,1,0,0,0
41,5.47,5,1,0,1,1,1,1,0,1,0,0
86,8.79,5,1,1,4,5,1,0,0,1,0,1
53,4.91,4,0,0,1,5,1,1,1,1,1,0
59,8.35,0,0,0,2,2,1,1,0,0,1,0
61,9.53,7,0,0,2,3,1,0,0,1,1,0
50,6.99,1,1,0,1,6,1,1,0,0,0,0
66,7.93,3,1,0,4,7,0,0,0,0,0,0
42,8.44,7,1,0,1,6,1,1,0,1,0,0
56,8.76,4,1,0,4,8,1,1,0,1,0,0
83,5.16,6,1,1,2,7,0,0,0,1,0,1
95,2.41,7,1,0,4,4,1,0,1,1,0,0
67,5.22,6,0,0,3,7,1,0,0,1,1,0
68,7.39,2,1,0,2,2,0,0,0,0,0,0
60,5.6,5,1,0,3,6,0,0,0,1,0,0
86,7.99,5,0,0,2,7,1,0,0,1,1,0
55,4.86,3,0,1,2,4,1,1,1,0,1,1
76,7.08,0,1,0,3,1,0,0,0,0,0,0
98,3.49,0,1,0,1,7,1,0,1,0,0,0
59,7.99,3,0,0,4,3,1,1,0,0,1,0
45,6.37,3,0,0,2,4,1,1,0,0,1,0
58,3.63,4,1,0,4,5,1,1,1,1,0,0
96,4.34,6,1,0,2,7,1,0,1,1,0,0
44,7.99,3,1,0,4,5,1,1,0,0,0,0
42,5.86,6,0,0,2,1,1,1,0,1,1,0
98,3.73,7,0,0,1,2,0,0,1,1,1,0
40,9.74,7,0,0,2,4,0,1,0,1,1,0
97,7.72,2,0,0,1,7,1,0,0,0,1,0
99,9.66,6,1,1,2,7,0,0,0,1,0,1
77,5.42,4,1,0,4,1,1,0,0,1,0,0
54,5.8,7,1,0,3,7,1,1,0,1,0,0
73,9.18,5,1,0,2,5,1,0,0,1,0,0
74,6.2,5,0,0,2,7,1,0,0,1,1,0
88,7.66,7,1,0,1,8,1,0,0,1,0,0
64,4.02,7,1,0,4,7,1,0,1,1,0,0
63,5.57,7,1,0,1,5,1,0,0,1,0,0
51,2.99,6,0,0,4,5,1,1,1,1,1,0
57,3.65,5,1,1,4,3,0,1,1,1,0,1
54,2.01,5,0,0,1,3,1,1,1,1,1,0
83,2.31,1,0,0,3,5,1,0,1,0,1,0
55,9.82,7,1,0,4,6,1,1,0,1,0,0
66,3.94,2,1,1,3,2,1,0,1,0,0,1
47,7.31,7,0,0,1,3,1,1,0,1,1,0
99,8.71,4,0,0,3,4,1,0,0,1,1,0
85,6.41,4,1,1,4,3,1,0,0,1,0,1
64,3.23,5,0,0,1,4,1,0,1,1,1,0
56,7.82,7,1,0,3,3,1,1,0,1,0,0
68,6.8,0,0,0,1,5,1,0,0,0,1,0
92,7.85,4,0,1,1,7,1,0,0,1,1,1
47,8.16,7,1,1,3,4,1,1,0,1,0,1
54,9.8,2,1,1,4,8,1,1,0,0,0,1
66,6.59,3,0,0,4,7,1,0,0,0,1,0
85,4.73,7,1,1,4,7,1,0,1,1,0,1
89,7.19,2,0,0,4,2,1,0,0,0,1,0
91,2.55,5,0,0,2,3,1,0,1,1,1,0
46,9.18,5,1,0,1,3,1,1,0,1,0,0
42,2.96,1,1,0,1,5,1,1,1,0,0,0
68,4.62,6,1,0,2,4,1,0,1,1,0,0
83,8.53,4,1,0,1,6,0,0,0,1,0,0
92,6.78,6,1,1,1,5,1,0,0,1,0,1
63,5.15,7,1,0,3,7,0,0,0,1,0,0
99,5.79,6,0,0,2,4,1,0,0,1,1,0
97,8.84,4,0,1,1,3,0,0,0,1,1,1
42,4.72,4,1,0,1,3,1,1,1,1,0,0
59,8.96,7,1,0,2,3,1,1,0,1,0,0
85,2.71,5,1,0,2,3,1,0,1,1,0,0
54,8.21,4,1,0,3,8,1,1,0,1,0,0
64,8.78,0,1,0,3,1,0,0,0,0,0,0
69,3.45,0,0,0,4,3,1,0,1,0,1,0
53,5.44,3,1,1,4,3,1,1,0,0,0,1
46,3.32,4,1,0,3,6,1,1,1,1,0,0
56,7.65,1,1,0,1,6,1,1,0,0,0,0
83,6.28,3,0,0,2,4,0,0,0,0,1,0
59,7.08,5,1,0,3,7,0,1,0,1,0,0
75,3.57,4,1,0,4,3,1,0,1,1,0,0
48,3.69,0,1,1,2,3,1,1,1,0,0,1
77,2.33,1,1,0,4,8,1,0,1,0,0,0
87,4.58,7,1,0,1,4,1,0,1,1,0,0
96,6.48,3,1,1,1,7,1,0,0,0,0,1
99,8.86,1,1,0,4,3,0,0,0,0,0,0
61,7.34,4,0,0,2,8,0,0,0,1,1,0
93,5.48,2,1,0,4,3,0,0,0,0,0,0
92,9.62,1,1,0,2,5,0,0,0,0,0,0
92,7.75,1,1,0,3,1,0,0,0,0,0,0
41,9.44,5,0,0,4,4,1,1,0,1,1,0
63,6.22,0,1,0,4,5,0,0,0,0,0,0
47,4.07,7,0,0,2,6,1,1,1,1,1,0
50,2.42,4,0,1,3,7,1,1,1,1,1,1
52,7.81,1,1,1,2,2,0,1,0,0,0,1
56,2.97,4,0,0,2,2,1,1,1,1,1,0
47,4.42,0,0,0,4,6,1,1,1,0,1,0
60,6.26,5,1,0,4,1,0,0,0,1,0,0
57,6.52,4,0,0,2,7,1,1,0,1,1,0
69,6.8,6,1,1,1,7,1,0,0,1,0,1
57,3.33,0,0,1,1,8,1,1,1,0,1,1
85,5.04,0,1,1,1,2,1,0,0,0,0,1
86,6.94,7,1,0,4,1,0,0,0,1,0,0
70,9.76,3,1,1,4,2,1,0,0,0,0,1
77,7.82,5,0,1,3,2,1,0,0,1,1,1
71,9.38,5,0,0,4,7,1,0,0,1,1,0
50,8.1,7,0,0,3,8,1,1,0,1,1,0
84,6.73,6,1,0,4,5,1,0,0,1,0,0
64,3.54,4,1,0,1,7,1,0,1,1,0,0
72,7.33,2,0,1,1,2,1,0,0,0,1,1
99,6.99,6,0,0,2,7,1,0,0,1,1,0
77,6.82,3,0,0,2,6,1,0,0,0,1,0
80,5.92,5,1,0,3,1,1,0,0,1,0,0
47,6.23,0,1,0,3,3,1,1,0,0,0,0
50,4.68,5,1,1,2,7,1,1,1,1,0,1
61,6.15,6,1,0,3,7,1,0,0,1,0,0
90,3.58,2,1,0,4,3,1,0,1,0,0,0
63,8.44,1,0,0,1,3,1,0,0,0,1,0
80,3.49,1,0,0,2,1,1,0,1,0,1,0
56,2.68,7,1,0,2,8,1,1,1,1,0,0
51,5.49,5,1,1,4,1,1,1,0,1,0,1
96,7.27,5,1,0,3,3,1,0,0,1,0,0
85,5.5,3,1,0,2,6,0,0,0,0,0,0
71,4.21,5,1,0,2,2,1,0,1,1,0,0
54,6.47,2,1,0,4,3,1,1,0,0,0,0
55,4.78,5,1,1,1,4,1,1,1,1,0,1
93,9.46,4,1,0,2,7,1,0,0,1,0,0
61,9.38,6,0,0,2,1,1,0,0,1,1,0
67,6.02,7,1,0,4,4,1,0,0,1,0,0
59,4.62,2,1,0,2,4,1,1,1,0,0,0
72,7.9,3,1,0,2,1,0,0,0,0,0,0
49,2.29,4,1,0,1,8,1,1,1,1,0,0
79,5.8,4,1,0,2,7,1,0,0,1,0,0
71,4.69,6,0,1,4,3,1,0,1,1,1,1
89,9.36,1,1,0,1,6,1,0,0,0,0,0
99,2.1,2,0,0,1,5,1,0,1,0,1,0
72,6.42,6,1,1,1,8,1,0,0,1,0,1
41,7.93,4,1,1,3,8,1,1,0,1,0,1
72,5.88,3,0,0,4,4,0,0,0,0,1,0
72,2.68,6,0,0,3,3,1,0,1,1,1,0
80,9.78,1,1,0,2,5,0,0,0,0,0,0
52,6.14,4,1,0,1,7,1,1,0,1,0,0
69,6.91,6,0,0,3,4,1,0,0,1,1,0
72,3.89,2,1,0,2,3,1,0,1,0,0,0
52,5.87,1,1,0,3,4,1,1,0,0,0,0
91,5.43,2,0,0,1,8,1,0,0,0,1,0
65,2.6,2,1,0,2,3,1,0,1,0,0,0
61,2.85,2,1,0,1,8,1,0,1,0,0,0
78,8.7,6,1,0,1,7,1,0,0,1,0,0
41,3.92,1,1,0,3,6,1,1,1,0,0,0
77,3.56,6,0,0,4,7,0,0,1,1,1,0
78,6.04,6,0,0,2,2,1,0,0,1,1,0
65,8.15,6,0,0,2,2,1,0,0,1,1,0
85,2.5,4,1,0,4,7,1,0,1,1,0,0
97,6.61,5,1,0,2,1,0,0,0,1,0,0
89,2.95,0,1,0,3,5,0,0,1,0,0,0
54,2.29,4,1,0,2,7,1,1,1,1,0,0
73,2.42,1,1,0,3,7,1,0,1,0,0,0
81,8.67,0,1,0,2,4,1,0,0,0,0,0
94,2.94,0,1,0,3,4,1,0,1,0,0,0
83,2.36,0,0,0,4,3,1,0,1,0,1,0
88,5.5,5,0,0,2,5,1,0,0,1,1,0
79,8.75,6,1,0,3,8,1,0,0,1,0,0
50,4.1,7,1,0,1,4,1,1,1,1,0,0
42,5.37,3,1,0,1,5,1,1,0,0,0,0
98,2.32,1,1,0,1,7,1,0,1,0,0,0
45,5.59,7,0,0,2,5,1,1,0,1,1,0
48,6.62,5,1,0,3,2,1,1,0,1,0,0
45,6.57,5,1,0,1,8,1,1,0,1,0,0
48,4.66,3,1,0,2,4,1,1,1,0,0,0
78,4.52,0,1,0,3,4,1,0,1,0,0,0
70,2.85,6,1,0,1,1,1,0,1,1,0,0
71,4.93,3,1,0,1,5,1,0,1,0,0,0
80,2.8,7,1,0,2,3,1,0,1,1,0,0
89,8.13,7,1,0,3,8,1,0,0,1,0,0
51,9.73,3,1,0,2,2,1,1,0,0,0,0
47,9.76,5,0,0,1,7,1,1,0,1,1,0
47,8.92,1,0,0,2,1,1,1,0,0,1,0
89,6.81,2,0,0,2,2,1,0,0,0,1,0
67,7.61,6,0,0,1,3,1,0,0,1,1,0
59,4.28,7,1,0,1,1,1,1,1,1,0,0
86,7.05,7,1,0,3,2,1,0,0,1,0,0
98,5.65,3,0,0,3,3,1,0,0,0,1,0
46,5.86,6,0,0,1,6,1,1,0,1,1,0
50,8.06,3,0,1,1,1,1,1,0,0,1,1
59,4.26,0,1,0,4,3,0,1,1,0,0,0
55,4.54,6,1,0,4,1,1,1,1,1,0,0
43,9.4,0,1,0,3,4,1,1,0,0,0,0
45,2.45,7,1,1,2,4,1,1,1,1,0,1
97,5.89,5,0,1,1,2,1,0,0,1,1,1
61,9.3,0,1,0,1,8,0,0,0,0,0,0
65,6.88,6,0,0,2,5,1,0,0,1,1,0
42,6.37,4,1,0,3,6,1,1,0,1,0,0
80,4.0,6,1,0,4,7,1,0,1,1,0,0
99,4.75,3,1,0,3,5,1,0,1,0,0,0
81,8.82,0,1,1,2,7,1,0,0,0,0,1
53,6.47,1,1,0,1,7,1,1,0,0,0,0
50,6.12,4,0,0,4,7,1,1,0,1,1,0
57,2.8,5,0,0,2,3,1,1,1,1,1,0
93,2.13,2,1,0,1,1,1,0,1,0,0,0
51,9.71,3,1,0,3,4,1,1,0,0,0,0
62,5.02,3,0,0,4,5,1,0,0,0,1,0
51,6.83,1,1,0,1,8,1,1,0,0,0,0
52,2.64,2,1,0,1,7,1,1,1,0,0,0
64,7.46,7,1,0,1,4,0,0,0,1,0,0
84,9.46,2,1,0,1,7,0,0,0,0,0,0
90,6.61,5,1,0,1,6,1,0,0,1,0,0
97,3.01,5,1,0,3,3,1,0,1,1,0,0
58,6.65,4,1,0,2,8,1,1,0,1,0,0
94,8.13,7,1,0,4,6,1,0,0,1,0,0
85,5.25,3,1,1,3,6,1,0,0,0,0,1
75,9.04,0,1,1,4,3,1,0,0,0,0,1
84,7.19,5,0,0,1,1,1,0,0,1,1,0
47,9.19,1,0,0,2,8,1,1,0,0,1,0
68,6.99,1,1,0,1,6,0,0,0,0,0,0
94,3.05,1,1,1,3,5,1,0,1,0,0,1
92,4.48,6,1,0,3,7,1,0,1,1,0,0
94,3.61,7,0,0,4,3,1,0,1,1,1,0
71,9.27,7,0,0,1,3,1,0,0,1,1,0
